article type,Article Number,link,Journal,Year,Author,Host,Host_name,Host_number,Pathogen group,Pathogen_group_number,Pathogen_species,Pathogen_species_number,Environment,Environment_number,Inoculation (yes/no),Disease variable,scale_type,Author's definition,min,max,Description,Measure reference,Disease index?,Sample unit (type),Sample size,Observation,Transformation,anova_type,means_separation,Replicates_n,Replicates_max,Units_per_replicate,Sample_size_parse_status,,analysis_method,analysis_family,comparison_methods,comparison_number,comparison_family
original article,103,https://doi.org/10.5423/PPJ.OA.07.2017.0158,The Plant Pathology Journal,2018,Faegheh Etminani and Behrouz Harighi,Wild Pistachio,Wild Pistachio,1,Bacteria,1,Pseudomonas syringae pv. syringae / Pseudomonas tolaasii,2,Laboratory,1,Yes,Inhibition zone,Continuous,Width of the inhibition zone measured in radius (mm),0,,In vitro inhibition of pathogen growth,"Aliye et al., 2008",No,Petri dish,Four replications (repeated twice),48-72 h,,Anova,Duncan's MRT,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,105,https://doi.org/10.5423/PPJ.OA.11.2017.0225,The Plant Pathology Journal,2018,G. Vinayarani and H. S. Prakash,Turmeric,Turmeric,1,Fungi,1,Pythium aphanidermatum / Rhizoctonia solani,2,Greenhouse,1,Yes,Incidence,Continuous,Leaf blight disease intensity recorded on a 0-9 scale and expressed as percent disease index,0,100,"Percent disease index based on a 0-9 scale (IRRI, 2002)",Sriraj et al. 2014,Yes,Pot,4 replications (5 pots each),7 days after inoculation,,Anova,Tukey's HSD,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,107,https://doi.org/10.5423/PPJ.NT.12.2017.0264,The Plant Pathology Journal,2018,"Hyo Song Nam, Anne J. Anderson, and Young Cheol Kim","Tomato, melon, red pepper","Tomato, melon, red pepper",3,Fungi / Nematodes,2,Botrytis cinerea / Phytophthora infestans / Colletotrichum coccodes / Meloidogyne spp.,4,Greenhouse / Field,2,Yes,Index,Continuous,"Rated three to seven days after pathogen inoculation, based on the areas of the infected lesion",0,,Disease index,"Kim et al., 2001",Yes,Pot / Plant,Three replicates per treatment (9 plants per replicate),3 to 7 days after inoculation,,Anova,Duncan's MRT,3,,9,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,109,https://doi.org/10.5423/PPJ.FT.12.2017.0277,The Plant Pathology Journal,2018,"Jun Myoung Yu, Dongping Wang, Leland S. Pierson III, and Elizabeth A. Pierson",Wheat,Wheat,1,Fungi,1,Gaeumannomyces graminis var. tritici,1,Growth chamber,1,Yes,Severity,Ordinal,"Root disease evaluated on a scale of 0-5, where 0 = no disease and 5 = nearly dead",0,5,Root disease rating based on a 0-5 scale,"Pierson and Thomashow, 1992",No,Plant,8 plants per experiment (repeated twice),20 days,,Anova,Fisher LSD,,,,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,130,https://doi.org/10.5423/PPJ.OA.08.2019.0225,The Plant Pathology Journal,2019,"Hye Jeong Seo, Ae Ran Park, Seulbi Kim, Jehyeong Yeon, Nan Hee Yu, Sanghyun Ha, Ji Yoon Chang, Hae Woong Park, and Jin-Cheol Kim","Tomato, melon","Tomato, melon",2,Nematode,1,Meloidogyne incognita / Meloidogyne arenaria / Meloidogyne hapla,3,Greenhouse / Field,2,Yes,Index,Ordinal,"0 = 0-10%, 1 = 11-20%, 2 = 21-50%, 3 = 51-80%, 4 = 81-90%, 5 = 91-100% root galls",0,5,"0 = 0-10%, 1 = 11-20%, 2 = 21-50%, 3 = 51-80%, 4 = 81-90%, and 5 = 91-100% root galls","Barker, 1985",Yes,Plant / Plot,"2 replicates (4 plants) for tomato, 3 replicates (15 plants) for melon",6 weeks after inoculation,,Anova,Duncan's MRT,2,,4,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,138,https://doi.org/10.5423/PPJ.OA.05.2019.0129,The Plant Pathology Journal,2019,"Manzoor Ali Abro, Xiang Sun, Xingchun Li, Ghulam Hussain Jatoi, and Liang-Dong Guo",Cucumber,Cucumber,1,Fungi,1,Fusarium oxysporum f. sp. cucumerinum,1,Greenhouse,1,Yes,Severity,Ordinal,Disease severity based on a 0-4 scale where 0 = no symptoms and 4 = 76-100% of leaves with yellowing/necrosis,0,4,Fusarium wilt severity on a 0-4 scale based on infected leaf area,,Yes,Pot,Five replications (repeated two times),60 days post inoculation,,Anova,Tukey's HSD,5,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,140,https://doi.org/10.5423/PPJ.OA.03.2019.0060,The Plant Pathology Journal,2019,"Md. Nurul Islam, Md. Sarafat Ali, Seong-Jin Choi, Jae-Wook Hyun, and Kwang-Hyun Baek",Citrus,Citrus,1,Bacteria,1,Xanthomonas citri subsp. citri,1,Laboratory / Detached leaf,2,Yes,Lesion size,Continuous,Width/diameter of necrotic lesion measured 7 days post-infiltration,0,,Lesion size measured in millimeters on detached leaves,"Martínez-Medina et al., 2013",No,Leaf,Four independent replicates per experiment,7 days post-infiltration,,Anova,Duncan's MRT,,,,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,152,https://doi.org/10.5423/PPJ.OA.03.2019.0057,The Plant Pathology Journal,2019,"Ya-Ting Fan, Kuang-Ren Chung, and Jenn-Wen Huang",Cucumber,Cucumber,1,Oomycete,1,Pseudoperonospora cubensis,1,Detached leaf / Greenhouse,2,Yes,Severity,Ordinal,"0-9 scale, 0 = no lesions, 9 = 100% lesion areas. Disease severity (%) = [?(disease index x number of infected leaves)/(total number of leaves) x 9] x 100",0,9,Disease severity,"Jenkins 1983;Michereff et al., 2009",Yes,Leaf / Plant,Three biological replicates,7 days after inoculation,,Anova / Regression,Fisher LSD,3,,,Parsed replicate count,,ANOVA / Regression,ANOVA-based / Regression,Fisher's LSD,1,Multiple-comparison procedure
original article,158,https://doi.org/10.5423/PPJ.OA.11.2019.0283,The Plant Pathology Journal,2020,"Dayeon Kim, Sang Yeob Lee, Seong Ho Ahn, Ji Hee Han, Jin Woo Park",Gom-chwi,Gom-chwi,1,Oomycete,1,Phytophthora drechsleri,1,Greenhouse,1,Yes,Severity,Ordinal,"0-3 scale (0 = no symptoms"";""3 = entire plant diseased or dead)",0,3,Disease severity,"Irabor and Mmbaga, 2017",No,Plant,30 individual 12-week-old plants used for tests,,,Anova,Duncan's MRT,,,,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,175,https://doi.org/10.5423/PPJ.FT.08.2020.0149,The Plant Pathology Journal,2020,"Swarnalee Dutta, Sang-Mi Yu, Yong Hoon Lee",Pepper,Pepper,1,Fungi,1,Botrytis cinerea,1,Laboratory,1,Yes,Severity,Continuous,Average disease area per pepper fruit,0,100,Disease area (%),Dutta et al. (2019a),No,Fruit,3 replications (10 fruits per replication),,,Anova,Fisher LSD,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,180,https://doi.org/10.5423/PPJ.OA.01.2020.0004,The Plant Pathology Journal,2020,"Yu-Chen Lin, Kuang-Ren Chung, Jenn-Wen Huang","Radish, Cabbage","Radish, Cabbage",2,Bacteria / Fungi,2,Pectobacterium carotovorum subsp. carotovorum / Alternaria brassicicola / Xanthomonas campestris pv. campestris,3,Detached leaf / Greenhouse,2,Yes,Severity,Ordinal,"0-5 scale"";0=no lesions;""5=30.1-50%. Severity (%) = [?(disease index x number of infected leaves)/total number of leaves x 5] x 100",0,5,Disease severity,"Conn et al., 1990",Yes,Leaf / Radish slice,At least three replicates,,,Anova,Fisher LSD,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,181,https://doi.org/10.5423/PPJ.OA.02.2020.0028,The Plant Pathology Journal,2020,"Yuexia Sha, Qingchao Zeng, Shuting Sui",Rice,Rice,1,Fungi,1,Magnaporthe oryzae,1,Detached leaf / Greenhouse / Field,3,Yes,Index,Ordinal,"0-9 scale (0=healthy leaf, 9=all leaves have died). DI = ?(disease scale x number of leaf segments)/(total number of leaves x 9) x 100",0,9,Disease index,"La Torre et al., 2014",Yes,Leaf segment / Plot,"90 leaf segments"";""50 m2 plot with 4 replicates",,,Anova,Fisher LSD / Student's t-test,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD / t-test,2,Multiple-comparison procedure / Pairwise test
original article,187,https://doi.org/10.5423/PPJ.OA.12.2020.0227,The Plant Pathology Journal,2021,"Chia-Jung Yang, Tzu-Pi Huang, Jenn-Wen Huang",Rice,Rice,1,Fungi,1,Rhizoctonia solani,1,Laboratory / Greenhouse,2,Yes,Severity,Continuous,Disease severity (%) = [(n0 × 0) + (n1 × 1) + ... + (n9 × 9)]/N × 9 (0-9 scale),0,100,Disease severity,"International Rice Research Institute, 2013",Yes,Plant / Culm,3 replications,,,Anova,Fisher LSD / Tukey,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey / Fisher's LSD,2,Multiple-comparison procedure
original article,188,https://doi.org/10.5423/PPJ.OA.04.2021.0067,The Plant Pathology Journal,2021,"Chutsuda Junsopa, Weerasak Saksirirat, Suwita Saepaisan, Patcharin Songsri, Thawan Kesmala, Barbara B. Shew, Sanun Jogloy",Jerusalem artichoke,Jerusalem artichoke,1,Fungi,1,Sclerotium rolfsii,1,Field,1,Yes,Incidence / Severity,Ordinal,0-5 score. SI = [S (rating scores x number of plants receiving each score) x 100%] / (number of plants rated x highest rating),0,5,Disease incidence and severity index,"Anfok, 2000;Sennoi et al., 2013a",Yes,Plot,4 replications (36 plants per plot),,arcosin transformation,Anova,Fisher LSD / Tukey,4,,36,Parsed replicate count,,ANOVA,ANOVA-based,Tukey / Fisher's LSD,2,Multiple-comparison procedure
original article,198,https://doi.org/10.5423/PPJ.FT.09.2021.0138,The Plant Pathology Journal,2021,"Min Jeong Kim, Chang Ki Shim, Jong-Ho Park",Potato,Potato,1,Oomycete,1,Phytotphthora infestans,1,Laboratory / Greenhouse / Field,3,Yes,Incidence / Severity,Ordinal,"0-4 scale (0=no infested leaves, 4=>75.1% infested leaves area)",0,4,Disease incidence and severity,Cohen et al. (1991),Yes,Plant / Plot,"5 replicates with 10 plants per treatment (greenhouse), 4 repetitions of 16 plots (field)",,,Anova,Duncan's MRT,5,,10,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,213,https://doi.org/10.5423/PPJ.OA.02.2021.0020,The Plant Pathology Journal,2021,"Yanling Zeng, Han Liu, Tianhui Zhu, Shan Han, Shujiang Li",Phellodendron chinense,Chinese cork tree,1,Fungi,1,Nigrospora guilinensis,1,Laboratory / Greenhouse,2,Yes,Diameter of colony / Percent efficacy,Continuous,Inhibition rate (%) = [(Control colony growth radius - Treatment colony growth radius) / Control colony growth radius] x 100,0,100,Inhibition rate,,No,Petri dish / Pot,"Triplicate (in vitro), 108 seedlings (greenhouse)",,,Anova,,,,,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,224,https://doi.org/10.5423/ppj.oa.12.2021.0187,The Plant Pathology Journal,2022,Hyong Woo Choi and S. M. Ahsan,Potato (Solanum tuberosum L.),Potato,1,Fungi,1,Fusarium oxysporum f. sp. lycopersici,1,Greenhouse,1,Yes,Severity,Continuous,Percent disease severity calculated from area of the macerated region using ImageJ,0,100,Percentage of macerated area on inoculated potato tubers,,No,Plant,3 replicates,2 weeks after inoculation,,Anova,,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,227,https://doi.org/10.5423/ppj.oa.02.2022.0022,The Plant Pathology Journal,2022,"Kalaiselvi Duraisamy, Areum Ha, Jongmun Kim, Ae Ran Park, Bora Kim, Chan Woo Song, Hyohak Song, and Jin-Cheol Kim","Turfgrass (creeping bentgrass, Kentucky bluegrass, zoysiagrass)","Turfgrass (creeping bentgrass, Kentucky bluegrass, zoysiagrass)",3,Fungi,1,Clarireedia sp. / Rhizoctonia solani / Magnaporthe poae,3,Growth chamber / Field,2,Yes,Severity,Continuous,Percentage of yellowing of turfgrass leaves;control value calculated from mean of six estimates,0,100,Percentage of leaf area affected by fungal disease (yellowing),,No,Plot,4 replicates (4 m2 plots) in field;3 replicates in growth room,7 days post-inoculation (growth room);21 days post-inoculation (field),,Anova,,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,239,https://doi.org/10.5423/ppj.oa.04.2022.0057,The Plant Pathology Journal,2022,"Sung-Hee Lee, Hyunman Shin, Hyok-In Lee, and Seonghee Lee",Apple,Apple,1,Fungi,1,Helicobasidium mompa,1,Field,1,No,Incidence,Continuous,Crown density recovery (%) assessed visually;number of commercial fruit set per tree,0,100,Crown density recovery and fruit set following NaOCl treatment,,No,Tree,,2019-2021 (multi-year),,Anova (two-way),Duncan's MRT,,,,Not reported,,Two-way ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,242,https://doi.org/10.5423/ppj.oa.01.2022.0014,The Plant Pathology Journal,2022,"Ying Shing Ooi, Nik M. I. Mohamed Nor, Go Furusawa, Munirah Tharek, and Amir H. Ghazali",Rice,Rice,1,Bacteria,1,Xanthomonas oryzae pv. oryzae,1,Greenhouse,1,Yes,Severity,Continuous,Diseased leaf area (%) and disease scale based on International Rice Research Institute (0-9 scale),0,100,Disease severity rated on a 0-9 scale based on percentage of leaf area affected by lesions,"International Rice Research Institute, 2002;Yasmin et al., 2017",No,Leaf,6 replicates,30 days after treatment,,GLMM,Tukey's HSD,6,,,Parsed replicate count,,GLMM,Mixed model,Tukey,1,Multiple-comparison procedure
original article,257,https://doi.org/10.5423/ppj.oa.08.2023.0118,The Plant Pathology Journal,2023,"Jong-Hwan Shin, Ha-Kyoung Lee, Seong-Chan Lee, and You-Kyoung Han",Onion,Onion,1,Fungi,1,Fusarium oxysporum,1,Growth chamber,1,Yes,Severity,Continuous,Percentage of root tissue or bulb scale showing basal rot symptoms (discolouration/decay),0,100,Percentage of onion basal tissue showing Fusarium rot symptoms,Djenane et al. (2017),No,Plant,5 replicates,4 days after inoculation,,Anova,Duncan's MRT,5,,,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,266,https://doi.org/10.5423/ppj.oa.08.2022.0124,The Plant Pathology Journal,2023,"Praphat Kawicha, Jariya Nitayaros, Prakob Saman, Sirikanya Thaporn, Thanwanit Thanyasiriwat, Khanitta Somtrakoon, Kusavadee Sangdee, and Aphidech Sangdee","Tomato, Banana","Tomato, Banana",2,Fungi,1,Fusarium oxysporum f. sp. lycopersici / Fusarium oxysporum f. sp. cubense,2,Greenhouse,1,Yes,Index,Continuous,DSI (%) = [sum (scale value x number of plants) / (maximum scale value x total plants)] x 100,0,100,Disease severity index for Fusarium wilt of tomato and banana,,Yes,Plant,3 replicates,4 weeks after inoculation,,GLMM,Tukey's HSD,3,,,Parsed replicate count,,GLMM,Mixed model,Tukey,1,Multiple-comparison procedure
original article,268,https://doi.org/10.5423/ppj.oa.01.2023.0018,The Plant Pathology Journal,2023,"Rattana Pengproh, Thanwanit Thanyasiriwat, Kusavadee Sangdee, Juthaporn Saengprajak, Praphat Kawicha, and Aphidech Sangdee",Tomato,Tomato,1,Fungi,1,Fusarium oxysporum f. sp. lycopersici,1,Greenhouse,1,Yes,Severity,Ordinal,1-5 scale: 1 = healthy;2 = slight yellowing;3 = moderate wilting;4 = severe wilting;5 = dead plant,1,5,Ordinal disease severity score for Fusarium wilt of tomato,,Yes,Plant,3 replications,4 weeks after inoculation,,Anova,Tukey's HSD,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,280,https://doi.org/10.5423/ppj.oa.01.2024.0005,The Plant Pathology Journal,2024,"Byeori Kim, Seung Yeup Lee, Jungkum Park, Sujin Song, Kwang-Pyo Kim, and Eunjung Roh",Apple,Apple,1,Bacteria,1,Erwinia amylovora,1,Laboratory,1,Yes,Index,Continuous,DSI (%) from visual assessment of fire blight symptoms on immature apple fruits and in vitro plantlets,0,100,Disease severity index of fire blight on apple,,Yes,Fruit / Plantlet,,2 weeks post-inoculation,,Kruskal-Wallis,Dunn's test,,,,Not reported,,Kruskal–Wallis,Nonparametric,Dunn,1,Nonparametric comparison
original article,288,https://doi.org/10.5423/ppj.oa.05.2024.0076,The Plant Pathology Journal,2024,"Hyeonjin Park, Younmi Lee, Kotnala Balaraju, Jungyeon Kim and Yongho Jeon",Apple,Apple,1,Fungi,1,Colletotrichum fructicola,1,Laboratory,1,Yes,Severity,Continuous,Percentage,0,100,Percentage bitter rot severity on apple fruits treated with Bacillus velezensis GYUN-1190 culture filtrate or cell suspension,,No,Fruit,,,,Anova,Tukey's HSD,,,,Not reported,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,290,https://doi.org/10.5423/ppj.oa.09.2024.0142,The Plant Pathology Journal,2024,"Mehwish Roy, Byeonghyeok Kang, Seongeun Yang, Heeyun Choi, Kihyuck Choi",Solanum lycopersicum,Tomato,1,Fungi,1,Fusarium / Botrytis cinerea,2,Laboratory,1,No,Inhibition zone,Continuous,mm,,,Zone of inhibition in dual culture,,No,Petri dish,3 replicates,,,,,3,,,Parsed replicate count,,Not reported,Not reported,Not reported,0,Not reported
original article,299,https://doi.org/10.5423/ppj.oa.05.2024.0083,The Plant Pathology Journal,2024,"Priya Rajakumar, Nadiya Akmal Baharum, Afiqah Insyirah Lutfi, Najiah Mohd Sadali, Muhamad Shakirin Mispan, Lim Lian Kuang, Yap Seong Ling, Norzulaani Khalid, and Nur Ardiyana Rejab",Banana,Banana,1,Fungi,1,Fusarium oxysporum f. sp. cubense,1,Greenhouse,1,Yes,Index,Continuous,LSI and RDI = [sum (class x number of plants) / (maximum class x total plants)] x 100,0,100,Composite disease indices for Fusarium wilt based on leaf and rhizome symptoms,,Yes,Plant,3 replicates,,,Anova (two-way),Tukey's HSD,3,,,Parsed replicate count,,Two-way ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,315,https://doi.org/10.5423/ppj.oa.01.2025.0012,The Plant Pathology Journal,2025,"Chien Hao Chai, Cheng-Fang Hong, and Jenn-Wen Huang",Melon,Melon,1,Fungi,1,Fusarium oxysporum f. sp. melonis,1,Greenhouse,1,Yes,Severity,Ordinal,0-4 scale (Akhter et al.): 0 = no symptoms;1 = <25% leaves wilted;2 = 26-50% leaves wilted;3 = 51-75% leaves wilted;4 = >75% leaves wilted or dead,0,4,Ordinal disease severity score for melon Fusarium wilt,Akhter et al.,No,Plant,,2 weeks post-inoculation,,Kruskal-Wallis,Dunn's test,,,,Not reported,,Kruskal–Wallis,Nonparametric,Dunn,1,Nonparametric comparison
original article,326,https://doi.org/10.5423/ppj.oa.03.2025.0035,The Plant Pathology Journal,2025,"Jae-Uk Jee, Seog-Won Chang, Juhyun Ryu, and Se-Chul Chun",Lettuce,Lettuce,1,Fungi,1,Sclerotinia sclerotiorum,1,Greenhouse,1,Yes,Severity,Continuous,Percentage of plants showing Sclerotinia rot symptoms relative to total plants,0,100,Percentage of lettuce plants exhibiting Sclerotinia rot symptoms,,No,Plant,4 replicates,2 weeks post-inoculation,,Anova,Fisher LSD,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,332,https://doi.org/10.5423/ppj.oa.05.2025.0072,The Plant Pathology Journal,2025,"Mostafa A. El-Qurashi, Ali A. Almasrahi, and Fahad A. Al-Yahya",Eggplant,Eggplant,1,Nematode,1,Meloidogyne javanica,1,Greenhouse,1,Yes,Egg hatch inhibition (%) / J2 mortality (%),Continuous,Percentage inhibition of egg hatch and percentage mortality of second-stage juveniles (J2s) relative to untreated control,0,100,Percentage inhibition of nematode development (egg hatch and J2 mortality),,No,Plant,3 replicates,,,Anova,Fisher LSD,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,343,https://doi.org/10.5423/ppj.oa.02.2025.0019,The Plant Pathology Journal,2025,"Yunjeong Heo, Gil Han, Hye Yeon Mun, Chang Soo Lee, and Wonsu Cheon",Red pepper,Red pepper,1,Oomycete,1,Phytophthora capsici / Fusarium solani,2,Greenhouse,1,Yes,Severity,Ordinal,0-4 scale: 0 = no symptoms;1 = slight;2 = moderate;3 = severe;4 = dead plant,0,4,Ordinal disease severity score for Phytophthora blight on red pepper,,Yes,Plant,,4 weeks post-inoculation,,Anova,,,,,Not reported,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,2,https://doi.org/10.1590/s1982-56762011000600010,Tropical Plant Pathology,2011,"Bruno S. Canaver, Robson M. Di Piero",Malus spp.,Apple,1,Fungi,1,Penicillium expansum,1,Storage,1,Yes,Severity / AUDPC,Continuous,Disease severity was evaluated by measuring lesion diameter (mm) and Area Under the Disease Progress Curve (AACPD); Disease incidence was evaluated as the percentage of symptomatic fruits at 16 days post-inoculation,0,100 (for incidence) / N/A (for severity & AACPD),Apple blue mold severity (lesion diameter in mm / AACPD) and disease incidence (%) evaluated in stored apple fruits,,No,Fruit,4 replicates of 4 fruits each per treatment (16 fruits total),Periodically evaluated for severity; incidence evaluated at 16 days post-inoculation,,Anova,Tukey's HSD,4,,4,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
